,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility,Return 3m Rank,Return 6m Rank,Return 1y Rank,EA ret std Rank,P/E Rank,P/B Rank,P/S Rank,P/FCF Rank,EV/EBIT Rank,Asset Growth Rank,Yield Rank,ROE Rank,ROC Rank,FCFROE Rank,GPA Rank,Assets Turn Rank,Momentum Rank,Quality Rank,Value Rank,Gestalt Rank
369,369,202,Semcon,Business Consultants,2.469,14.938,1.263,1448.8,1355.2,0.25995,2054.014,48.718,0.16673,137.5,796.5,-0.08548,-0.09425,0.35098,Sweden,Small Cap,SEMC,10.509,2022-02-09,SEMC.ST,0.30495,0.03527,15.467,1.2,2.579,0.16416,2022-02-25,Q4-2021,Industrials,0.17263025737602,1.0690672963400236,0.0039208470738818,0.0892947904174441,0.3974734010871871,0.3552673290825787,0.4024328501229037,117.0,114.0,63.0,164.0,79.0,144.0,93.0,61.0,53.0,173.0,50.0,96.0,54.0,72.0,8.0,43.5,87.0,25.0,62.0,24.5
424,424,775,Transtema,Telecom Services,7.0,6.184,1.966,1114.606,859.8,0.7574599999999999,1216.107,65.839,0.35189,196.66,250.425,-0.41296,0.0602,1.2805799999999998,Sweden,Small Cap,TRANS,9.733,2022-02-10,TRANS.ST,1.2805799999999998,0.0,13.741,0.72,4.856,0.13377,2022-02-25,Q4-2021,Telecom,0.7853049815313966,1.296354966271226,0.0179773709869632,0.2314174663255995,0.5325720510783474,0.477408987901789,0.7119831069980822,334.0,56.0,15.0,149.0,59.0,254.0,49.0,14.0,41.0,158.0,270.5,20.0,13.0,7.0,3.0,10.0,116.0,3.0,55.0,24.5
68,68,40,Boliden,Mining - Steel & Aluminum,521.293,16.082,0.852,12929.0,80549.0,0.18516,114956.703,32.341,0.171,7148.0,50882.0,0.33513,0.35493,0.31652,Sweden,Large Cap,BOL,10.29,2022-02-11,BOL.ST,0.23982,0.06186,13.212,1.675,2.259,0.11114,2022-02-25,Q4-2021,Materials,0.1404818992964113,0.1605109933084209,0.0446219673357868,1.3640493188661846,0.3118493696910747,0.3018326648763263,0.2998184012056976,10.0,16.0,70.0,66.0,53.0,123.0,129.0,69.0,49.0,141.0,11.0,93.0,88.0,87.0,263.0,132.0,12.0,115.0,53.0,26.0
313,313,343,Ogunsen,Outsourcing,0.808,14.99,2.964,156.2,131.2,1.5576,476.685,39.59,0.38473,31.8,68.1,-0.00558,0.2306599999999999,0.90389,Sweden,First North,OGUN B,12.733,2021-11-12,OGUN-B.ST,0.82209,0.04489,18.195,1.226,7.0,0.10717,2022-02-25,Q3-2021,Industrials,0.4669603524229075,1.190548780487805,-0.0645101242962011,-2.2412028366058543,0.3604731731497744,0.293704610987977,0.263807026164621,71.0,28.0,22.0,332.0,97.0,301.0,95.0,62.0,78.0,138.0,35.0,13.0,7.0,12.0,6.0,3.0,84.0,1.5,96.0,27.0
399,399,213,Studsvik,Energy & Recycling,1.247,10.858,0.852,207.1,936.6,0.156,798.065,34.448,0.16314,73.5,387.0,-0.01919,0.1021599999999999,0.17696,Sweden,Small Cap,SVIK,8.778,2022-02-10,SVIK.ST,0.1532099999999999,0.0206,12.628,1.0,2.062,0.23156,2022-02-25,Q4-2021,Industrials,0.189922480620155,0.2211189408498825,0.0296087246490215,0.8450918939214797,0.3346302721776645,0.2959009292632648,0.3211111665161774,82.0,46.0,102.0,90.0,48.0,107.0,72.0,37.0,30.0,214.0,102.0,101.0,113.0,65.0,208.0,132.0,40.0,101.0,41.0,28.0
54,54,32,Betsson,Gambling & Casinos,43.155,10.741,0.727,4318.1,9175.4,0.2387999999999999,7800.194,44.415,0.18565,726.2,5816.3,0.03996,-0.32697,-0.13965,Sweden,Mid Cap,BETS B,6.556,2022-02-10,BETS-B.ST,-0.1975,0.0721,6.919,1.169,1.341,0.1101999999999999,2022-02-25,Q4-2021,Consumer Durables,0.1248560081151247,0.4706170848137411,0.1359215716571873,3.468156119183874,0.3954107513383712,0.3522873333420649,0.3591942630558391,50.0,266.0,205.0,10.0,12.0,37.0,90.0,36.0,18.0,140.0,5.0,84.0,65.0,98.0,79.0,168.0,108.0,67.0,12.0,29.5
223,223,424,Inwido,Construction Supplies,20.106,11.277,0.916,2020.8,8437.2,0.16773,8556.077,34.577,0.15331,758.7,4648.0,-0.1167,-0.14484,0.24696,Sweden,Mid Cap,INWI,10.248,2022-02-08,INWI.ST,0.1970799999999999,0.04167,12.007,1.108,1.841,0.05243,2022-02-25,Q4-2021,Industrials,0.1632314974182444,0.239510738159579,0.0505900872925277,1.3429831850630132,0.319109533404677,0.3141512981150033,0.3452506435090688,145.0,151.0,79.0,69.0,44.0,80.0,85.0,39.0,48.0,90.0,39.0,108.0,102.0,78.0,176.0,111.0,75.0,94.0,18.0,29.5
42,42,24,Axfood,Food Retail,73.274,68.012,2.439,8946.0,23731.0,0.24721,50872.73,18.52,0.4153799999999999,748.0,4952.0,-0.01743,0.0599,0.26338,Sweden,Large Cap,AXFO,21.639,2022-02-03,AXFO.ST,0.22424,0.03197,23.662,0.879,10.273,0.26135,2022-02-25,Q4-2021,Food and Beverage,0.1510500807754442,0.3769752644220639,0.0694647213608796,3.55390236178141,0.1592174654216554,0.1457660245965618,0.179142425064083,79.0,57.0,78.0,7.0,131.0,333.0,63.0,126.0,148.0,222.0,60.0,11.0,59.0,82.0,101.0,6.0,18.0,22.0,158.0,31.0
395,395,212,Stora Enso R,Forest & Wood Products,91.556,14.16,0.534,46324.488,192733.406,0.10904,147314.203,28.393,0.11869,10403.51,108046.602,0.1867899999999999,0.10926,0.15193,Sweden,Large Cap,STE R,10.747,2022-01-28,STE-R.ST,0.11856,0.02983,11.487,1.431,1.363,0.03821,2022-02-25,Q4-2021,Materials,0.0962872483486338,0.2403552604679232,0.0450395972908665,1.66251136151227,0.2581968383855552,0.2445330961909645,0.2482958837261466,18.0,43.0,107.0,53.0,38.0,38.0,111.0,57.0,57.0,75.0,67.0,146.0,158.0,110.0,175.0,235.0,18.0,165.5,15.0,32.0
27,27,381,Arctic Paper,Forest & Wood Products,0.642,3157.322,1.382,1345.515,5121.378,0.11315,1316.472,44.459,0.07416,-16.633,1878.28,0.07103,0.12028,0.32899,Sweden,Small Cap,ARP,4.689,2021-05-19,ARP.ST,0.28378,0.03521,6.903,0.186,0.701,0.08134,2022-02-25,Q3-2021,Materials,-0.0088554422130885,0.2627251884160865,-0.0161959757716348,-0.3574240749882312,0.4002157649395965,0.3700972549034882,0.4153009834585514,41.0,40.0,66.0,221.0,11.0,6.0,3.0,264.0,11.0,113.0,51.0,203.0,152.0,160.0,159.0,35.0,53.0,128.0,24.0,33.0
271,271,251,Micro Systemation,Electronic Equipment,3.562,109.28,1.613,240.8,206.5,1.71042,1092.804,52.651,0.38326,10.0,90.8,0.45594,0.15854,0.6814199999999999,Sweden,Small Cap,MSAB B,23.404,2022-01-27,MSAB-B.ST,0.6814199999999999,0.0,30.303,3.282,12.035,0.09433,2022-02-25,Q4-2021,Technology,0.1101321585903083,1.1661016949152545,0.060350044809863,1.092775550313393,0.5222915752387471,0.4595537777747859,0.5061581922396803,3.0,36.0,30.0,78.0,167.0,344.0,215.0,140.0,167.0,125.0,270.5,15.0,6.0,104.0,7.0,21.0,9.0,9.5,187.0,34.0
192,192,97,Hennes & Mauritz,Clothing & Footwear,655.03,6.776,1.107,105006.0,179781.0,0.16739,274708.812,33.689,0.18344,40541.0,60018.0,-0.01343,-0.0566099999999999,-0.12535,Sweden,Large Cap,HM B,20.607,2022-01-28,HM-B.ST,-0.15832,0.03916,24.95,1.381,4.577,0.03103,2022-02-25,Q4-2021,Consumer Durables,0.6754806891265953,0.5840772940410833,0.0337528153033108,0.92199841437831,0.2850277468831125,0.2741498887297537,0.3355208178955077,77.0,95.0,201.0,86.0,141.0,247.0,107.0,18.0,143.0,64.0,42.0,85.0,103.0,8.0,47.0,72.0,88.0,35.0,83.0,35.0
261,261,131,Lundin Mining,Mining,74.907,7.697,0.436,11587.86,64608.23,0.2039399999999999,62833.559,50.207,0.1563,8163.401,37606.0,0.1564,0.19274,-0.08789,Sweden,Large Cap,LUMI,5.387,2022-02-17,LUMI.ST,-0.1312299999999999,0.04988,9.544,2.231,1.671,0.08195,2022-02-25,Q4-2021,Materials,0.2170770887624315,0.1793557879545686,0.042419504006932,0.696424005348299,0.4756129665572458,0.4254293181446639,0.5582535540457977,21.0,33.0,187.0,103.0,25.0,64.0,156.0,22.0,15.0,115.0,30.0,106.0,78.0,57.0,248.0,252.0,46.0,139.0,21.5,36.0
405,405,218,Swedish Match,Tobacco,294.585,21.388,1.145,12240.0,16152.0,0.90153,110789.602,28.511,0.08435999999999996,5180.0,-6686.0,0.0382,-0.11821,0.17961,Sweden,Large Cap,SWMA,15.065,2022-02-16,SWMA.ST,0.14913,0.02653,17.718,5.992,3.19,0.06579,2022-02-25,Q4-2021,Food and Beverage,-0.0578124540374596,0.7578008915304606,0.0386045194017322,1.526570603231881,0.2307677964836983,0.2003953500555486,0.2317719625299998,51.0,130.0,101.0,57.0,92.0,184.0,270.0,85.0,93.0,102.0,80.0,184.0,12.0,184.0,21.0,66.0,44.0,60.0,112.0,37.0
231,231,1771,Jetpak,Rail & Highway,0.724,18.435,0.844,317.477,1185.027,0.15086,1200.0,44.372,0.09813,65.092,715.533,0.0204099999999999,-0.14163,0.17647,Sweden,First North,JETPAK,12.88,2022-02-24,JETPAK.ST,0.17647,0.0,17.09,1.199,1.677,0.0942399999999999,2022-02-25,Q4-2021,Industrials,0.0909699482763198,0.2679069759591975,0.0858247149188703,1.7175465390814977,0.4342931977613981,0.4035816213771184,0.4579768217798109,61.0,147.0,103.0,48.0,89.0,66.5,92.0,77.0,81.0,124.0,270.5,168.0,119.0,113.0,156.0,137.0,51.5,125.0,46.0,38.0
367,367,201,Securitas,Security,149.553,13.688,1.681,19845.0,63363.0,0.1409099999999999,40393.781,24.223,0.15062,2951.0,20792.0,-0.1941,-0.22324,-0.11738,Sweden,Large Cap,SECU B,11.703,2022-02-08,SECU-B.ST,-0.15113,0.03977,12.882,0.379,1.943,0.07164,2022-02-25,Q4-2021,Industrials,0.1419295883031935,0.313195397945173,0.0383035502291346,1.4796873473302596,0.2195655782868852,0.1962678520282131,0.237251360738135,206.0,201.0,198.0,61.0,50.0,93.0,13.0,54.0,62.0,106.0,41.0,111.0,133.0,85.0,128.0,18.0,152.0,63.0,16.0,39.0
185,185,426,Gränges,Industrial Components,26.042,182.783,1.15,5687.0,15767.0,0.0884399999999999,11332.54,40.578,0.08583,62.0,6932.0,0.08278,-0.05747,-0.02289,Sweden,Mid Cap,GRNG,17.978,2022-01-27,GRNG.ST,-0.04309,0.02111,19.047,0.625,1.635,0.15492,2022-02-25,Q4-2021,Industrials,0.0089440276976341,0.3606900488361768,0.2074482363397232,6.741095433597832,0.3905661742758439,0.336031358205457,0.2820453308148746,37.0,96.0,162.0,1.0,104.0,60.0,39.0,151.0,121.0,169.0,101.0,177.0,195.0,152.0,106.0,64.0,34.0,126.0,71.5,40.0
256,256,129,Loomis,Security,41.272,14.321,0.694,5357.0,27228.0,0.11785,19648.08,32.106,0.10971,1372.0,10063.0,0.04988,-0.04044,0.19565,Sweden,Large Cap,LOOMIS,15.337,2022-02-03,LOOMIS.ST,0.15794,0.03257,17.707,1.039,1.953,0.09367,2022-02-25,Q4-2021,Industrials,0.1363410513763291,0.1967459967680329,0.1278016470117393,3.910422082636461,0.2848646703281491,0.2586959453492587,0.2995383664448119,47.0,86.0,94.0,4.0,91.0,94.0,77.0,59.0,95.0,122.0,57.0,153.0,146.0,92.0,237.0,195.0,23.0,163.0,50.0,41.5
286,286,152,Nederman,Installation,1.204,15.507,0.855,1523.3,4729.0,0.16216,6185.696,57.497,0.17777,398.9,1717.4,-0.1814,-0.11779,0.38077,Sweden,Mid Cap,NMAN,15.806,2022-02-15,NMAN.ST,0.35385,0.01989,20.219,1.53,3.602,0.11284,2022-02-25,Q4-2021,Industrials,0.2322697100267846,0.3221188411926411,0.0793007150949374,1.3523588402308593,0.4600786496163481,0.4376370082862858,0.5374335846019126,194.0,129.0,56.0,68.0,110.0,210.0,117.0,67.0,101.0,143.0,107.0,88.0,108.0,50.0,125.0,130.0,78.0,68.0,90.0,41.5
250,250,1004,LeoVegas,Gambling & Casinos,18.482,18.503,1.52,2692.945,2650.138,0.22065,3356.582,34.785,0.13071,181.404,803.266,0.01788,-0.12134,-0.11208,Sweden,Mid Cap,LEO,18.033,2022-02-11,LEO.ST,-0.1550699999999999,0.05088,29.628,0.833,4.179,0.03212,2022-02-25,Q4-2021,Consumer Durables,0.2258330366279663,1.0161527437439108,-0.001453933646529,-0.0386808523829538,0.3790546461035033,0.3398243564327651,0.3444991813881836,62.0,131.0,197.0,187.0,166.0,232.0,58.0,78.0,122.0,69.0,29.0,133.0,70.0,52.0,10.0,27.0,125.0,30.0,84.0,43.0
373,373,342,ShaMaran,Oil & Gas -Exploration,2.118,3.558,0.239,382.961,3095.706,6.60201,1500.828,58.554,0.52655,421.816,119.092,0.47116,0.69,1.06728,Sweden,First North,SNM,2.783,2021-11-09,SNM.ST,1.06728,0.0,23.887,2.028,12.602,0.56043,2022-02-25,Q3-2021,Energy,3.541933967017096,0.1237071608221194,0.0156417176147714,0.3197347433731164,0.5078859478969601,0.4589377346797135,0.4483676325732758,2.0,6.0,20.0,136.0,132.0,346.0,143.0,4.0,3.0,299.0,270.5,5.0,2.0,2.0,288.0,294.5,13.0,96.0,133.0,44.0
162,162,85,Fenix Outdoor,Clothing & Footwear,5.676,16.358,0.975,4030.752,6937.224,0.24575,14321.44,39.964,0.1473499999999999,875.481,3970.374,-0.12211,-0.15016,-0.06873,Sweden,Large Cap,FOI B,16.184,2022-02-09,FOI-B.ST,-0.0859099999999999,0.0187999999999999,24.398,2.117,3.607,0.02366,2022-02-25,Q4-2021,Consumer Durables,0.2205034084950183,0.581032412965186,0.0489307329923238,1.4242174581429776,0.3303714857173774,0.3123901922607273,0.3148799875538203,149.0,156.0,181.0,64.0,136.0,211.0,149.0,70.0,108.0,60.0,112.0,115.0,61.0,55.0,48.0,97.0,111.5,44.0,87.0,45.0
285,285,151,NCC B,Construction & Infrastructure,37.885,7.54,1.816,4520.0,29421.0,0.17484,14302.71,24.783,0.25804,1897.0,5844.0,-0.19377,-0.13281,-0.02268,Sweden,Large Cap,NCC B,9.444,2022-02-02,NCC-B.ST,-0.0652,0.04549,9.411,0.268,2.447,0.0305399999999999,2022-02-25,Q4-2021,Industrials,0.3246064339493497,0.1536317596274769,-0.0088385589484277,-0.3554431212616538,0.2285860624979652,0.2029046319029851,0.2279034984372853,204.0,141.0,161.0,220.0,23.0,137.0,6.0,21.0,38.0,63.0,34.0,42.5,94.0,24.0,268.0,14.0,179.5,56.0,9.0,46.0
325,325,175,Peab,Construction & Infrastructure,29.386,25.792,1.249,5901.0,47170.0,0.16289,27132.98,27.975,0.17373,1052.0,13682.0,-0.1824299999999999,-0.06623,-0.02669,Sweden,Large Cap,PEAB B,12.655,2022-02-04,PEAB-B.ST,-0.07704,0.05456,11.374,0.46,1.983,0.1187299999999999,2022-02-25,Q4-2021,Industrials,0.0768893436632071,0.1251006995972016,0.0798085826771073,2.97023717298652,0.2467090394233486,0.2270600541925397,0.2462624025792875,195.0,103.0,165.0,16.0,36.0,100.0,25.0,89.0,76.0,146.0,22.0,90.0,106.0,120.0,287.0,47.0,95.0,112.0,38.0,47.0
2,2,3,ABB,Industrial Machinery,369.175,13.667,0.59,79522.797,338184.0,0.27848,647152.188,23.732,0.28984,47350.801,130863.602,-0.01191,-0.03015,0.31879,Sweden,Large Cap,ABB,13.456,2022-02-03,ABB.ST,0.28811,0.02382,16.235,3.245,4.945,-0.02015,2022-02-25,Q4-2021,Industrials,0.3618332391614897,0.2351465385707189,-0.0117264879021167,-0.4697604945971795,0.2088703136182171,0.1919972451621637,0.2287868778472477,76.0,82.0,68.0,235.0,85.0,256.0,214.0,53.0,85.0,43.0,94.0,35.0,48.0,20.0,197.0,223.0,89.0,76.0,88.0,48.5
308,308,164,Novotek,IT Services,1.101,14.423,1.226,223.9,318.8,0.6338,563.92,49.724,0.24119,39.1,163.2,-0.28302,-0.18654,0.19956,Sweden,Small Cap,NTEK B,9.144,2022-02-17,NTEK-B.ST,0.16667,0.0282,14.205,1.443,3.455,0.14429,2022-02-25,Q4-2021,Technology,0.2395833333333333,0.7023212045169385,0.0022162739988728,0.0429350353589811,0.4786396834114274,0.4250619762554029,0.4730981714900407,269.0,185.0,92.0,169.0,61.0,202.0,112.0,60.0,33.0,163.0,72.0,53.0,20.0,46.0,24.0,49.0,173.0,14.0,66.0,48.5
81,81,45,Byggmax,Retailers,29.327,11.288,1.259,2633.0,6073.0,0.24272,3928.336,35.707,0.27575,348.0,2252.0,-0.26442,-0.15486,0.29178,Sweden,Mid Cap,BMAX,7.145,2022-01-26,BMAX.ST,0.21624,0.06211,6.296,0.514,1.744,0.2311,2022-02-25,Q4-2021,Consumer Durables,0.1545293072824156,0.4335583731269554,-0.0550856123141516,-1.5321034969144711,0.3698499927099062,0.3444017607845361,0.3295260256777333,257.0,159.0,73.0,308.0,9.0,73.5,30.0,40.0,23.0,213.0,10.0,38.0,63.0,81.0,84.0,45.0,202.0,34.0,19.0,50.0
196,196,99,Hexpol,Chemicals,55.735,22.498,0.891,3473.0,17963.0,0.2332,34736.469,30.857,0.2024,1544.0,11650.0,-0.10236,-0.10356,0.06743,Sweden,Large Cap,HPOL B,11.593,2022-01-28,HPOL-B.ST,0.00749,0.05949,14.731,2.17,2.982,0.1917299999999999,2022-02-25,Q4-2021,Materials,0.1325321888412017,0.1933418693982074,0.0529792038483514,1.6390839078859571,0.2519888912480296,0.2321215886539086,0.2962401262381964,132.0,120.0,138.0,55.0,73.0,172.5,153.0,86.0,61.0,195.0,17.0,74.0,67.0,95.0,238.0,120.0,76.0,97.0,89.0,51.0
372,372,1377,Serneke,Construction & Infrastructure,2.126,9.904,1.263,391.0,6914.0,0.08929,1337.015,30.954,0.14147,135.0,2467.0,-0.0917999999999999,-0.0672,-0.0917999999999999,Sweden,Small Cap,SRNKE B,1.975,2022-02-09,SRNKE-B.ST,-0.0917999999999999,0.0,3.722,0.153,0.542,0.15387,2022-02-25,Q4-2021,Industrials,0.0547223348196189,0.0565519236332079,0.00990260705291,0.3227907846395482,0.26687709478284,0.2544717817143365,0.2811694048083667,121.0,104.0,188.0,135.0,3.0,2.0,2.0,31.0,1.0,168.0,270.5,120.0,191.0,127.0,317.0,43.5,110.0,152.5,2.0,52.0
74,74,268,Bredband2,Telecommunications,2.464,15.383,1.134,533.485,1332.779,0.14771,1914.19,22.528,0.15184,124.438,534.663,-0.04988,-0.19192,-0.03704,Sweden,First North,BRE2,21.671,2022-02-10,BRE2.ST,-0.07407,0.04,23.585,1.266,3.58,0.16096,2022-02-25,Q4-2021,Telecom,0.2327409976003576,0.4002801664792137,0.0517417954852288,2.0976339893187785,0.2116518001616319,0.1893321475924634,0.2260744206199565,95.0,186.0,171.0,32.0,130.0,208.0,97.0,65.0,150.0,171.0,40.0,110.0,125.0,49.0,97.0,67.5,97.0,58.0,110.0,53.0
73,73,909,Bravida,Installation,27.43,24.583,1.121,3299.0,19516.0,0.2149299999999999,22812.939,26.461,0.16803,928.0,6816.0,-0.0844999999999999,-0.16841,0.07505,Sweden,Large Cap,BRAV,15.751,2022-02-15,BRAV.ST,0.0469,0.02688,19.765,1.043,3.347,0.14443,2022-02-25,Q4-2021,Industrials,0.136150234741784,0.1690407870465259,0.0676184408814311,2.2647120768207007,0.2592080609150827,0.2458417058621682,0.2736476984297787,116.0,171.0,136.0,31.0,108.0,195.0,78.0,87.0,100.0,164.0,79.0,94.0,72.0,93.0,251.0,70.0,85.5,95.0,85.5,54.0
181,181,88,Getinge,Medical Supplies,273.543,18.911,0.607,13580.0,44555.0,0.15185,98924.781,35.563,0.11797,5231.0,25176.0,-0.03915,0.03035,0.6937300000000001,Sweden,Large Cap,GETI B,23.458,2022-01-28,GETI-B.ST,0.6752800000000001,0.0110099999999999,33.308,3.657,3.929,-0.0102,2022-02-25,Q4-2021,Health Care,0.207777248172863,0.3047918303220738,0.0726540834369409,2.029245434011293,0.2950647412562239,0.2705806201627805,0.328144473129874,91.0,64.0,29.0,37.0,181.0,223.0,223.0,79.0,168.0,48.0,135.0,147.0,117.0,59.0,133.0,220.5,18.0,118.0,131.0,55.0
378,378,207,Skanska,Construction & Infrastructure,181.914,3157.322,1.035,15709.0,139038.0,0.16125,90111.188,24.822,0.1498799999999999,-3932.0,45683.0,-0.0241,-0.13363,0.0988299999999999,Sweden,Large Cap,SKA B,8.729,2022-02-03,SKA-B.ST,0.0499,0.0466,12.893,0.626,1.973,0.10672,2022-02-25,Q4-2021,Industrials,-0.0860714051178775,0.1129835009134193,0.0752710057461338,3.0810024156639724,0.2268951370338492,0.2024153791828208,0.2239109451608652,86.0,142.0,130.0,15.0,51.0,97.0,40.0,264.0,29.0,135.0,31.0,112.0,109.0,202.0,293.0,82.5,55.0,152.5,64.0,56.0
312,312,168,OEM International,Industrial Components,5.521,41.338,1.837,1372.0,2054.0,0.42251,10954.46,51.4,0.33261,265.0,1374.0,-0.212,-0.04019,0.46507,Sweden,Mid Cap,OEM B,18.859,2022-02-17,OEM-B.ST,0.41134,0.03807,23.97,2.903,7.973,0.03112,2022-02-25,Q4-2021,Industrials,0.192867540029112,0.667964946445959,-0.01552733640737,-0.2755638333687097,0.4735586609298043,0.4335037307460325,0.5164334779202306,218.0,85.0,46.0,213.0,133.0,314.0,200.0,107.0,130.0,65.0,45.0,24.0,28.0,64.0,26.0,13.0,121.0,11.0,143.0,57.0
39,39,21,Autoliv,Auto & Equipment,218.555,35.221,1.092,12677.29,63235.43,0.14967,88651.273,30.114,0.16427,2517.0,22090.869,-0.04707,0.08179,0.18134,Sweden,Large Cap,ALIV SDB,17.212,2022-01-28,ALIV-SDB.ST,0.15263,0.02491,20.818,1.284,4.013,-0.18481,2022-02-25,Q4-2021,Consumer Durables,0.1139384783821768,0.2004776436247844,-0.0188639885301094,-0.5593554333371275,0.2766768206327426,0.2569099500173737,0.3090902499409662,94.0,52.0,99.0,240.0,117.0,229.0,99.5,100.0,114.0,19.0,87.0,98.0,121.0,103.0,231.0,74.0,98.0,104.0,76.0,58.0
4,4,1323,AcadeMedia,Education,14.811,2.194,0.761,11382.0,18330.0,0.09407,5511.607,34.549,0.12074,2512.0,5425.0,-0.08916,-0.34465,-0.34169,Sweden,Mid Cap,ACAD,5.386,2022-02-01,ACAD.ST,-0.36308,0.03359,8.363,0.395,1.016,0.05642,2022-02-25,Q2-2022,Industrials,0.4630414746543779,0.6209492635024549,0.0039691021037095,0.1262178399116149,0.3646829955163326,0.3208161305462725,0.2882114104312748,120.0,273.0,257.0,159.0,17.0,19.5,15.0,2.0,14.0,95.0,53.0,141.0,173.0,13.0,32.0,156.0,210.0,71.0,1.0,59.0
189,189,403,Hanza Holding,Business Consultants,13.245,3157.322,1.289,984.6,1951.3,0.1191,1366.796,83.748,0.13698,-21.5,585.5,-0.14157,0.24837,1.55446,Sweden,Small Cap,HANZA,16.305,2022-02-15,HANZA.ST,1.5214500000000002,0.01309,16.909,0.543,2.334,0.37979,2022-02-25,Q4-2021,Industrials,-0.0367207514944491,0.5045866857992108,-0.0730955758186012,-0.7731991058854619,0.6094190630681374,0.4988870623023888,0.8664417912680419,159.0,26.0,9.0,256.0,88.0,127.0,33.5,264.0,110.0,266.0,129.0,127.0,144.0,170.0,67.0,40.0,80.5,82.0,123.0,60.0
446,446,236,Volvo B,Industrial Machinery,826.803,11.973,0.722,89753.0,515856.0,0.17139,385013.812,25.083,0.2275,32158.0,141045.0,-0.0877399999999999,-0.03693,-0.0865,Sweden,Large Cap,VOLV B,10.194,2022-01-28,VOLV-B.ST,-0.14519,0.06866,11.74,1.034,2.73,0.00986,2022-02-25,Q4-2021,Industrials,0.2279981566166826,0.173988477404547,-0.0315011294261919,-1.236860631989695,0.2496065338342855,0.2278661949380336,0.2334237283304984,118.0,84.0,186.0,284.0,41.0,156.0,76.0,46.0,46.0,55.0,6.0,60.0,98.0,51.0,249.0,169.0,155.0,104.0,27.0,61.0
413,413,223,Telia Company,Telecommunications,397.137,8.826,0.373,30031.0,237025.0,0.08466,145345.5,17.691,0.13981,16468.0,80732.0,-0.01633,-0.05904,0.09752,Sweden,Large Cap,TELIA,13.687,2022-01-28,TELIA.ST,0.03766,0.0576799999999999,12.444,1.645,1.8,0.04562,2022-02-25,Q4-2021,Telecom,0.2039835505128078,0.1266997152199135,0.0201650212159982,1.1761832538778751,0.1544979304347307,0.1402480564449328,0.1571315282852979,78.0,98.0,132.0,75.0,46.0,79.0,126.0,26.0,86.0,81.0,19.0,121.0,197.0,61.0,284.0,259.5,57.5,199.0,30.0,62.0
338,338,2228,Profoto,Industrial Components,2.715,44.511,1.251,512.0,585.0,0.90213,4184.0,52.97,0.47734,94.0,331.0,-0.11506,0.09529,-0.95011,Sweden,Mid Cap,PRFO,19.104,2022-02-10,PRFO.ST,,0.03346,26.481,5.716,12.64,-0.13076,2022-02-25,Q4-2021,Industrials,0.283987915407855,0.8752136752136752,0.1542516658659736,2.8775417835554107,0.4754143448622651,0.4146505879802156,0.4913012481302504,143.0,48.0,350.0,18.0,152.0,347.0,264.0,108.0,132.0,25.0,54.0,8.0,11.0,31.0,16.0,46.0,119.0,8.0,161.0,63.0
34,34,17,Assa Abloy,Construction Supplies,413.888,29.912,0.731,37777.0,129975.0,0.15027,280035.406,28.204,0.15663,9362.0,69583.0,-0.05836,-0.0972,0.18035,Sweden,Large Cap,ASSA B,21.656,2022-02-04,ASSA-B.ST,0.1609799999999999,0.01669,25.65,2.948,4.024,0.10685,2022-02-25,Q4-2021,Industrials,0.1345443570987166,0.2906482015772264,0.0976380174806357,3.4740190298157234,0.2378646647754341,0.2157733255357953,0.2575884599193853,98.0,115.0,100.0,9.0,145.0,230.0,201.0,94.0,149.0,136.0,117.0,105.0,120.0,94.0,141.0,167.0,41.0,104.0,144.0,64.5
58,58,33,Bilia,Auto & Equipment,23.286,16.735,2.064,6010.0,17200.0,0.17803,12366.84,31.878,0.32986,739.0,4417.0,-0.23082,-0.32718,0.2277499999999999,Sweden,Large Cap,BILI A,8.633,2022-02-09,BILI-A.ST,0.1512,0.0665,8.074,0.348,2.8,0.04776,2022-02-25,Q4-2021,Consumer Durables,0.1673081276884763,0.3494186046511628,-0.0447305913327965,-1.3271825445401395,0.3207002816021883,0.2952966820267022,0.3088969509220008,233.0,267.0,88.0,292.0,15.0,162.0,12.0,73.0,28.0,84.0,8.0,25.0,92.0,75.0,109.0,9.0,242.0,33.0,14.0,64.5
299,299,158,Nolato,Chemicals,29.799,53.845,1.155,1817.0,10055.0,0.24258,24014.961,34.429,0.24329,446.0,4768.0,-0.1714699999999999,-0.1022199999999999,0.23041,Sweden,Large Cap,NOLA B,18.461,2022-02-07,NOLA-B.ST,0.20473,0.02131,20.635,2.068,5.037,0.15788,2022-02-25,Q4-2021,Materials,0.0935402684563758,0.1807061163600199,0.0535931992344588,1.5201838771336695,0.3061863931644639,0.2880744730517779,0.3231120865323607,185.0,118.0,85.0,58.0,114.0,257.0,146.0,117.0,126.0,170.0,100.0,51.0,64.0,112.0,246.0,61.0,77.0,78.0,134.5,66.0
